Name,Description,datetime,temp,DATE,YEAR,WEEK,TIME
SAO JOAO DO TAUAPE,,2011072612,25.491551561227425,2011-07-25,2011,30,207
SAO JOAO DO TAUAPE,,2011072712,24.981136577227232,2011-07-26,2011,30,208
SAO JOAO DO TAUAPE,,2011072812,25.569976159062435,2011-07-27,2011,30,209
SAO JOAO DO TAUAPE,,2011072912,25.950588139247373,2011-07-28,2011,30,210
SAO JOAO DO TAUAPE,,2011073012,25.589816272118583,2011-07-29,2011,30,211
SAO JOAO DO TAUAPE,,2011073112,26.056058928937205,2011-07-30,2011,31,212
SAO JOAO DO TAUAPE,,2011080112,25.936550323405754,2011-07-31,2011,31,213
SAO JOAO DO TAUAPE,,2011080212,26.233964848369567,2011-08-01,2011,31,214
SAO JOAO DO TAUAPE,,2011080312,27.14099492261414,2011-08-02,2011,31,215
SAO JOAO DO TAUAPE,,2011080412,25.53871862245512,2011-08-03,2011,31,216
SAO JOAO DO TAUAPE,,2011080512,27.024293880251093,2011-08-04,2011,31,217
SAO JOAO DO TAUAPE,,2011080612,26.485054581056147,2011-08-05,2011,31,218
SAO JOAO DO TAUAPE,,2011080712,26.3119215190099,2011-08-06,2011,32,219
SAO JOAO DO TAUAPE,,2011080812,26.341026590521437,2011-08-07,2011,32,220
SAO JOAO DO TAUAPE,,2011080912,27.207908511459095,2011-08-08,2011,32,221
SAO JOAO DO TAUAPE,,2011081012,27.307389833056448,2011-08-09,2011,32,222
SAO JOAO DO TAUAPE,,2011081112,27.44954611481228,2011-08-10,2011,32,223
SAO JOAO DO TAUAPE,,2011081212,27.077918336765947,2011-08-11,2011,32,224
SAO JOAO DO TAUAPE,,2011081312,26.897953537676813,2011-08-12,2011,32,225
SAO JOAO DO TAUAPE,,2011081412,27.047783825425995,2011-08-13,2011,33,226
SAO JOAO DO TAUAPE,,2011081512,27.315344595366696,2011-08-14,2011,33,227
SAO JOAO DO TAUAPE,,2011081612,26.013383968778726,2011-08-15,2011,33,228
SAO JOAO DO TAUAPE,,2011081712,26.50442676691756,2011-08-16,2011,33,229
SAO JOAO DO TAUAPE,,2011081812,26.395493315986812,2011-08-17,2011,33,230
SAO JOAO DO TAUAPE,,2011081912,26.494974637584164,2011-08-18,2011,33,231
SAO JOAO DO TAUAPE,,2011082012,26.768056948422554,2011-08-19,2011,33,232
SAO JOAO DO TAUAPE,,2011082112,26.85808614068668,2011-08-20,2011,34,233
SAO JOAO DO TAUAPE,,2011082212,26.728563893188266,2011-08-21,2011,34,234
SAO JOAO DO TAUAPE,,2011082312,26.39614841405944,2011-08-22,2011,34,235
SAO JOAO DO TAUAPE,,2011082412,27.03786376889792,2011-08-23,2011,34,236
SAO JOAO DO TAUAPE,,2011082512,27.19770769861418,2011-08-24,2011,34,237
SAO JOAO DO TAUAPE,,2011082612,23.259632427853603,2011-08-25,2011,34,238
SAO JOAO DO TAUAPE,,2011082712,26.161997645821714,2011-08-26,2011,34,239
SAO JOAO DO TAUAPE,,2011082812,26.01291604158405,2011-08-27,2011,35,240
SAO JOAO DO TAUAPE,,2011082912,26.215809273214518,2011-08-28,2011,35,241
SAO JOAO DO TAUAPE,,2011083012,26.04192752765664,2011-08-29,2011,35,242
SAO JOAO DO TAUAPE,,2011083112,26.436577323683196,2011-08-30,2011,35,243
SAO JOAO DO TAUAPE,,2011090112,26.432553149808598,2011-08-31,2011,35,244
